,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,0.9415204678362573,1.0,0.9705882352941176,1.0,0.9320388349514563,0.9210526315789473,0.8947368421052632,1.0,0.9383561643835616,0.935064935064935,0.9438202247191011,0,0.9791666666666666,0.9942196531791907,0.9411764705882353,0.9448275862068966,0.9037037037037037,0.8208955223880597,0.7741935483870968,0.8307692307692308,0.7959183673469388,0.5714285714285714,0.75,0.6428571428571429,0.7168141592920354,0.7,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,0.9166666666666666,0.6842105263157895,0.6666666666666666,0.7641509433962265,0.75,0.7843137254901961,0.7630331753554502,0.9285714285714286,0.8709677419354839,0.717391304347826,0.8987341772151899,0.8851674641148325,0.8260869565217391,0.8333333333333334,0.9175257731958762,0.8951612903225806,0.875,0.78125,0.8785046728971962,0.8217821782178217,0.8023255813953488,0.8023255813953488,0.826530612244898,0.7419354838709677,0.8571428571428571,0.8695652173913043,0.859504132231405,0.8784530386740331,0.9166666666666666,0.918918918918919,0.8947368421052632,0.75,0.7906976744186046,0.8045977011494253,0.7735849056603774,0.8282828282828283
1,0.898876404494382,1.0,1.0,0.7777777777777778,1.0,0.8787878787878788,1.0,1.0,0.90625,0.94,0.9230769230769231,1.0,0.9696969696969697,0.9682539682539683,0.9375,0.8947368421052632,0.7272727272727273,0.85,0.8636363636363636,0.6,0.55,0.5652173913043478,0.8,1.0,0.6842105263157895,0.46153846153846156,0.75,1.0,0,0.75,0.6363636363636364,1.0,1.0,1.0,0.75,0.7692307692307693,1.0,0,0,0.6666666666666666,1.0,1.0,1.0,0,0.9,0.8461538461538461,0.8648648648648649,1.0,0.803921568627451,0.8333333333333334,0.9,0.9047619047619048,0.8823529411764706,0.85,0.875,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.85,0.9032258064516129,0.6666666666666666,1.0
2,0.6774193548387096,0,0.7777777777777778,1.0,0.78125,0.9230769230769231,0.8,1.0,0.9230769230769231,1.0,1.0,0,0,0,0.875,0.8,0.782608695652174,0.7297297297297297,0.9230769230769231,0.5833333333333334,0.7555555555555555,0.6428571428571429,0.5714285714285714,1.0,0.7746478873239436,0.746268656716418,0,0,0.5,0.6458333333333334,0,1.0,1.0,0.7894736842105263,0,0.5,0.85,0.6666666666666666,1.0,0.7843137254901961,0,0.8,0.9,0.7692307692307693,0.8888888888888888,0.7931034482758621,1.0,0.5882352941176471,0.7777777777777778,0.9047619047619048,0.85,0.8823529411764706,0.8823529411764706,0.8181818181818182,0.8333333333333334,1.0,0.75,0.8,1.0,0.8333333333333334,0.9130434782608695,0.8292682926829268,0.8947368421052632,0.8717948717948718,1.0,0.8112244897959183
3,0.7671232876712328,1.0,1.0,0.5,0.8,1.0,0,0,1.0,1.0,1.0,0,0,1.0,1.0,0,0.7368421052631579,0.7666666666666667,0.8666666666666667,0.8095238095238095,0.7692307692307693,0.8108108108108109,0.7241379310344828,0.8333333333333334,0.6,0.7777777777777778,0,0,0.7291666666666666,0.6888888888888889,0.6428571428571429,1.0,0.7916666666666666,0.7142857142857143,0.7052631578947368,0.8918918918918919,0,0.7636363636363637,0,0.6428571428571429,0.875,1.0,1.0,0.8235294117647058,0.8333333333333334,0.88,0.8333333333333334,0.9,0.8,0.9,0.5,1.0,1.0,0.875,0.8,0.8,0.8181818181818182,0.9333333333333333,0.8823529411764706,0.7419354838709677,0.8918918918918919,0.9069767441860465,0.967741935483871,0.8888888888888888,0.9,0.8046875
4,0.7937219730941704,0.7727272727272727,0.9285714285714286,0,1.0,0.8,0.9333333333333333,1.0,0.96875,0.9615384615384616,0.92,0.9411764705882353,0.9615384615384616,1.0,1.0,1.0,0.8823529411764706,0.6285714285714286,0.6666666666666666,0.875,0.7941176470588235,0.7857142857142857,0.7428571428571429,1.0,0,0,1.0,0.7857142857142857,0.75,0.7413793103448276,0,1.0,0,0.7391304347826086,0.8421052631578947,0.7614213197969543,0,1.0,0,0.7857142857142857,0,0.8333333333333334,0.6666666666666666,0.75,0.7741935483870968,0.7272727272727273,1.0,1.0,0.75,1.0,0.9333333333333333,0.8478260869565217,0.84,0.8666666666666667,0.7222222222222222,0.8571428571428571,0.8235294117647058,0.8333333333333334,0.9,0.8571428571428571,0.7941176470588235,0.8484848484848485,1.0,0.8,0.75,0.8333333333333334
5,0.8292682926829268,0,0,0,1.0,0.9253731343283582,0.9090909090909091,0.8,0.9074074074074074,0.9333333333333333,0.9166666666666666,0,0.918918918918919,0.963855421686747,0.8787878787878788,0,0,0.8591549295774648,0.9361702127659575,0.8181818181818182,0.8064516129032258,0.8548387096774194,0.8,1.0,0,0,0.6530612244897959,0.7254901960784313,0.8095238095238095,0.875,0,1.0,1.0,0.75,0,0,0,0,1.0,0,0.6,1.0,1.0,0.72,0.8208955223880597,0.6842105263157895,0.8333333333333334,0,0.8181818181818182,0.8867924528301887,0.891566265060241,0.8666666666666667,1.0,0.875,1.0,0.8333333333333334,1.0,0.9,0.8,0.7857142857142857,0.9285714285714286,0.8,0.90625,1.0,0.896551724137931,0.9066666666666666
6,0.8,0.8,1.0,0.8604651162790697,0.8529411764705882,1.0,0.8888888888888888,0.7843137254901961,0.8023255813953488,0.8064516129032258,0,0.8142857142857143,0.9,0.8571428571428571,0.8653846153846154,1.0,0.8888888888888888,0.8292682926829268,0.7924528301886793,0.8571428571428571,0.8181818181818182,0.8,0,1.0,1.0,0.3333333333333333,0.7307692307692307,0.7333333333333333,1.0,0,1.0,0.84,0.7627118644067796,1.0,0.803680981595092,0.65,0.8,0.7540983606557377,0.7288135593220338,1.0,0.5555555555555556,1.0,0.7142857142857143,0.8648648648648649,0.8,0.8571428571428571,1.0,0.85,0.6949152542372882,0.8461538461538461,0.9629629629629629,1.0,1.0,0.88,0.9090909090909091,1.0,0.75,0.8214285714285714,0.7906976744186046,0.8421052631578947,1.0,0.875,0.9090909090909091,0,0.7272727272727273,0.7991452991452992
7,0.7735849056603774,0.9300699300699301,1.0,0.9375,1.0,0.8953488372093024,1.0,0.9,0.7692307692307693,1.0,0,0.7619047619047619,0.9736842105263158,0.825,0.8333333333333334,0.6086956521739131,1.0,0,0,1.0,0,0,1.0,0.9545454545454546,0.7804878048780488,1.0,1.0,0.6808510638297872,0.6666666666666666,0,0.75,1.0,1.0,0,0,0,0,1.0,0,0.7444444444444445,0.7727272727272727,0,0,0.9166666666666666,0.8421052631578947,0.8,0,0.8205128205128205,0.8285714285714286,0.8,0,1.0,0.9210526315789473,0.896551724137931,0.8414634146341463,1.0,1.0,1.0,0.875,0.8888888888888888,0.8333333333333334,0.8333333333333334,0.8545454545454545,0.7652173913043478,0.7222222222222222,0
8,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.9,0.6666666666666666,0.7647058823529411,0.8235294117647058,0.7586206896551724,0.6666666666666666,0.8461538461538461,0.5,0,1.0,1.0,0.7333333333333333,0.8095238095238095,0.6923076923076923,0.8194444444444444,0.7333333333333333,0,1.0,0.75,1.0,0.9166666666666666,0.8,0.6666666666666666,1.0,0.7931034482758621,0.9090909090909091,1.0,0,0.8095238095238095,0,1.0,0.6111111111111112,0.8395061728395061,0.8285714285714286,0.9259259259259259,0.84,1.0,0.8,0.6842105263157895,0.8235294117647058,0.84,0.8,0.926829268292683,0.7777777777777778,0.85,0.8571428571428571,0.64
9,0,1.0,0,1.0,0,0.8421052631578947,1.0,0.8888888888888888,0.8857142857142857,1.0,0,1.0,1.0,0,0,0,0,1.0,0.7708333333333334,0.8571428571428571,0.8,0.8333333333333334,0.6744186046511628,0.8095238095238095,0.9,0.7714285714285715,1.0,1.0,0.875,0.8253968253968254,0,0,0.6666666666666666,0.8148148148148148,0.8172043010752689,1.0,0.8181818181818182,0.6944444444444444,1.0,0.7943262411347518,0.7380952380952381,0.5,0.5,1.0,0.8023255813953488,1.0,1.0,0.7948717948717948,0,1.0,0.8275862068965517,0.6851851851851852,0.8484848484848485,0.9166666666666666,0.9090909090909091,1.0,1.0,0.8666666666666667,0.8082191780821918,0.8392857142857143,0.7692307692307693,0.9473684210526315,0.8571428571428571,1.0,0.75,0.7714285714285715
10,0.92,0.8560606060606061,1.0,0.9615384615384616,0.9090909090909091,0.8787878787878788,0.8181818181818182,0.84,0.8295454545454546,0.9615384615384616,0.9444444444444444,0.9181818181818182,0.8983050847457628,0.8532110091743119,0.7575757575757576,1.0,0,0.7941176470588235,0.8157894736842105,0.7692307692307693,0.625,1.0,0.7631578947368421,0.7619047619047619,0.7647058823529411,1.0,0,0.8,0.6956521739130435,0.8813559322033898,0.8235294117647058,0,0,1.0,0.9130434782608695,0.8181818181818182,0.8846153846153846,1.0,0.7222222222222222,0.6,0.7222222222222222,0.75,1.0,1.0,0.8064516129032258,0.7142857142857143,0.875,1.0,0.8333333333333334,0.8846153846153846,0.75,0.85,0.8857142857142857,0.8,1.0,0.9166666666666666,0.9,0.9259259259259259,0.8181818181818182,0.9090909090909091,0.75,0.8888888888888888,0.875,1.0,0.875,0.8045454545454546
11,1.0,0.8333333333333334,0.7976190476190477,1.0,0.875,0.8888888888888888,0.8888888888888888,0.875,0.88,0.9444444444444444,0.8333333333333334,0.9393939393939394,0.9242424242424242,0.96875,1.0,0,1.0,0.8518518518518519,0.6086956521739131,0.8444444444444444,0.8666666666666667,1.0,0.8666666666666667,0.86,0.75,1.0,0,1.0,1.0,1.0,0.8333333333333334,0.7916666666666666,0.7857142857142857,0.875,0,0,1.0,0.75,0.8888888888888888,0.6818181818181818,0.75,0.782608695652174,0.6666666666666666,1.0,1.0,0.8064516129032258,1.0,1.0,1.0,0.896551724137931,0.7272727272727273,0.8,0.875,0.8333333333333334,1.0,0.7692307692307693,0.8823529411764706,0.9,0.8095238095238095,0.7894736842105263,0.8666666666666667,0.8181818181818182,0.8181818181818182,0.8372093023255814,0.9,0.8524590163934426
12,0,0.5,0.8333333333333334,1.0,1.0,0.9285714285714286,0.8,0.8378378378378378,0.7971014492753623,0.9047619047619048,0.8333333333333334,0.95,1.0,0.8571428571428571,1.0,1.0,0.8,0.84,0.8333333333333334,0.9285714285714286,0.8333333333333334,0.5555555555555556,0.7307692307692307,0.8260869565217391,1.0,0,0.8571428571428571,0.7142857142857143,0.5,0,0,1.0,0.9130434782608695,1.0,0.7894736842105263,0.8,0,0.5,0.8571428571428571,0.7619047619047619,0.75,0.9166666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,1.0,1.0,0.9583333333333334,0.75,1.0,1.0,1.0,1.0,0.9090909090909091,0.8571428571428571,0.9047619047619048,0.8709677419354839,0.7391304347826086,0.8518518518518519,0.8717948717948718,0.8620689655172413,0.8518518518518519,1.0,0.8823529411764706,0.9285714285714286,0.75
13,0.7796610169491526,0.6666666666666666,1.0,0.7142857142857143,1.0,0.7142857142857143,1.0,0,1.0,1.0,0.6666666666666666,0,1.0,0.5,1.0,0.8518518518518519,0.6363636363636364,0.7894736842105263,0.9166666666666666,0.7361111111111112,0.6875,0.9230769230769231,0,1.0,0,1.0,0.6666666666666666,1.0,0,0.8837209302325582,0.8145161290322581,1.0,0,0,0.8709677419354839,0.9,0.6976744186046512,0.9444444444444444,0,0,0.875,0.875,0.7674418604651163,0.9333333333333333,0.6,0.75,0,0.7878787878787878,0.8783783783783784,0.8035714285714286,0.8666666666666667,0.8571428571428571,0.8333333333333334,0.9166666666666666,0.8,0.7906976744186046,0.7391304347826086,0.7,0.7777777777777778,1.0,0.7272727272727273,0.8888888888888888,0.9347826086956522,1.0,1.0,0.8461538461538461
14,0.9743589743589743,0.8888888888888888,0.6666666666666666,1.0,0.7777777777777778,0,1.0,0,1.0,0.6666666666666666,0,1.0,0.9523809523809523,0.9047619047619048,0.8947368421052632,0.9090909090909091,0.6666666666666666,0.7272727272727273,0.7,0.7777777777777778,1.0,0,0.6666666666666666,0.7857142857142857,0.5714285714285714,0.7586206896551724,0.7083333333333334,1.0,0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.9,0.95,0.8333333333333334,0,0,1.0,0.875,0.868421052631579,0.673469387755102,0.7,0,1.0,0.8181818181818182,1.0,0.8461538461538461,0.9444444444444444,0.8888888888888888,0.75,0.9,0.7567567567567568,0.7547169811320755,0.6818181818181818,0.8636363636363636,0.8,0.9130434782608695,0.90625,0.8148148148148148,1.0,0,1.0,0.8387096774193549
15,0.7169811320754716,0.8333333333333334,0.8846153846153846,0.8666666666666667,0.9090909090909091,0.8857142857142857,0.9375,0.7714285714285715,0.9090909090909091,0.9726027397260274,0.95,1.0,0.9891304347826086,0.9649122807017544,1.0,0.9411764705882353,0.9545454545454546,0.9473684210526315,0.8571428571428571,0,1.0,0.7894736842105263,0,0.7333333333333333,0.7678571428571429,0.9090909090909091,0.8461538461538461,0.6666666666666666,0,0,0,0,0.5,1.0,0.8571428571428571,0.8571428571428571,0.85,0.72,0.8333333333333334,0,1.0,0.7515923566878981,1.0,0.6588235294117647,1.0,0,0.7142857142857143,0.6666666666666666,1.0,0.8888888888888888,0.7894736842105263,0.75,0.7666666666666667,0.6666666666666666,1.0,1.0,0.9,0.7906976744186046,0.8125,0.7894736842105263,0.90625,0.875,1.0,0.8888888888888888,1.0,0.9342105263157895
16,0.9111111111111111,0.8793103448275862,1.0,0.9,0.8375,1.0,0.9259259259259259,0.88,0.9090909090909091,0.9333333333333333,0.9444444444444444,0,0.9583333333333334,0.9705882352941176,1.0,0.9555555555555556,0.9230769230769231,0,0,0.7,0.7733333333333333,0.8076923076923077,0,0.7083333333333334,0.6666666666666666,0.875,0.7142857142857143,0.6923076923076923,0,0.8947368421052632,0.8262548262548263,0,0,0.8,0.9473684210526315,0,0.8888888888888888,0.8095238095238095,0,0,1.0,0,1.0,0,0,0.8461538461538461,0.75,0.8,0.5714285714285714,0,0.5714285714285714,1.0,1.0,0.6,0,0.8,0.4,0.8333333333333334,0.6666666666666666,1.0,1.0,0.5,0.9333333333333333,0.9032258064516129,0.7941176470588235,0.8902439024390244
17,0.9824561403508771,0.925,1.0,1.0,0.75,0.9024390243902439,0.8,1.0,0.9047619047619048,1.0,1.0,1.0,1.0,0.9743589743589743,0.918918918918919,0.9285714285714286,0,1.0,0.8,1.0,0.6086956521739131,0.8369565217391305,1.0,0.6666666666666666,0.9411764705882353,0.8888888888888888,0.9473684210526315,0.7727272727272727,1.0,0.8333333333333334,1.0,0.8717948717948718,0.8,0,0,0.8765432098765432,0.8333333333333334,0,0,0.8429319371727748,0,0,0,0,0,0,0.7777777777777778,0.9,0.6666666666666666,0.9,0.6206896551724138,0.8333333333333334,0.6818181818181818,0.8448275862068966,1.0,0,0.6923076923076923,1.0,1.0,1.0,0.7142857142857143,0.8333333333333334,0.88,0.8888888888888888,0.9615384615384616,0.9473684210526315
18,0.9574468085106383,0.9,0.9166666666666666,0,0.8904109589041096,0,0.8461538461538461,0.8928571428571429,0.9333333333333333,0.9777777777777777,1.0,0,0.9444444444444444,1.0,0,0,1.0,0.8947368421052632,1.0,0.7058823529411765,0.6666666666666666,0.9047619047619048,0,0.3333333333333333,1.0,1.0,0.8783783783783784,0.9,0.7407407407407407,0,0,0.8269230769230769,1.0,1.0,0,0.782608695652174,0.8095238095238095,1.0,1.0,0,0,0,1.0,0,1.0,0.7588652482269503,0,0.759493670886076,0.723404255319149,0.8571428571428571,1.0,0.9411764705882353,0.6804123711340206,0.782608695652174,1.0,0.75,0.8,0.7567567567567568,0.6571428571428571,0.75,0.7857142857142857,0.8888888888888888,0.7692307692307693,0.8333333333333334,1.0,0.813953488372093
19,0.974025974025974,1.0,0.9523809523809523,0,0.9411764705882353,0.9375,0,0.9411764705882353,1.0,0.7777777777777778,1.0,1.0,0,0,1.0,1.0,1.0,0.9565217391304348,0.9528301886792453,0.875,0.6451612903225806,1.0,0.8846153846153846,0.7777777777777778,0.875,0,0.9552238805970149,0.8947368421052632,0.8888888888888888,0,1.0,0,1.0,0.8378378378378378,0.7894736842105263,1.0,0,0.76,0,0,0,0,0,1.0,0,0.5333333333333333,0,0,0,0,0.7037037037037037,0.7692307692307693,1.0,0.8333333333333334,0.7804878048780488,0.8333333333333334,0.6666666666666666,0.7272727272727273,0.625,0.7857142857142857,1.0,0.7,0.75,0.8571428571428571,1.0,1.0
20,0.9,0,0,1.0,0,0,0,0,1.0,1.0,1.0,0,0,0.9772727272727273,0,1.0,1.0,0.9590163934426229,0.8857142857142857,1.0,0.9230769230769231,0.9230769230769231,0.9298245614035088,0.9375,0,0.9692307692307692,0.9384615384615385,0.8888888888888888,0.875,0.7692307692307693,0.875,1.0,0.8571428571428571,0.6,0.8947368421052632,1.0,0.8333333333333334,0,0,0,0,0,0.7674418604651163,0.7931034482758621,0,0,0.9,0.8125,0,0.9032258064516129,0.55,0,0.2,0.7666666666666667,0.3333333333333333,0,1.0,1.0,0.625,0.6666666666666666,0,0.8888888888888888,0.8431372549019608,0.8823529411764706,0.85,0.9852941176470589
21,0,0,0,1.0,0.7777777777777778,0.875,0.875,1.0,0.9375,0.975609756097561,1.0,0,0,0,0,1.0,0.9896907216494846,1.0,1.0,1.0,0.9,0.9166666666666666,0.9426751592356688,0,0,0,1.0,0.8928571428571429,0.6666666666666666,0.75,0.8666666666666667,0.8235294117647058,0.8333333333333334,0.8571428571428571,0.90625,0.8309859154929577,0,0,0,0,0.8333333333333334,0.8251748251748252,0,1.0,0,0,0,0.8333333333333334,0.7473684210526316,0,0,0.7966101694915254,1.0,0,0.5,0.8235294117647058,0.6785714285714286,0,0.9,1.0,0.8333333333333334,1.0,0.8260869565217391,0.8888888888888888,1.0,0.92
22,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0,0,0,0.8571428571428571,1.0,0,0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8333333333333334,0,0,1.0,0.9259259259259259,0,0.8,0.8888888888888888,0.9069767441860465,0.8571428571428571,0.8285714285714286,0.7619047619047619,0.5,1.0,0,1.0,0,0,0.6666666666666666,1.0,0.8837209302325582,0,0,1.0,0.8372093023255814,1.0,0,0.6666666666666666,0.6037735849056604,1.0,0,0,0.75,0.7484276729559748,0.8214285714285714,0.5,0,0.8461538461538461,0.8524590163934426,1.0,0.875,0.8372093023255814,1.0,0.8666666666666667,0.975,0.9663865546218487
23,0.9861431870669746,0,1.0,1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,0.9895287958115183,0,0,1.0,0.9411764705882353,1.0,0,0,0,0.6666666666666666,0.9047619047619048,0.8703703703703703,0.85,0.92,0.6666666666666666,0.972972972972973,0.9090909090909091,0.9117647058823529,0.8620689655172413,0.7714285714285715,0.5714285714285714,0.7142857142857143,1.0,0,0,0.8538011695906432,1.0,0.8013698630136986,0,0,0.8620689655172413,1.0,0.8064516129032258,0.7368421052631579,0,0,1.0,0.75,0.8181818181818182,0,0,0,0.8333333333333334,0,0,0.7916666666666666,0.8085106382978723,0,0.6666666666666666,0.8285714285714286,0.8055555555555556,0.8979591836734694,0.8974358974358975,1.0
24,0,0,1.0,1.0,0,0.9210526315789473,0.8918918918918919,0,0.9661016949152542,1.0,0.95,0.9855072463768116,0,0,0,0,0,0,1.0,0.9779005524861878,0.8571428571428571,0.7,0.8571428571428571,0.9166666666666666,0.8,0.7222222222222222,1.0,0.84,0.8695652173913043,0.8333333333333334,0.7857142857142857,0.7692307692307693,0.75,0.775,0,0,1.0,0.8529411764705882,1.0,0.6666666666666666,0,0.8676470588235294,0,0,0.7790697674418605,0.7966101694915254,0.7333333333333333,0.75,0,0,0,0.6545454545454545,0,0,0,0.5,0.8765432098765432,0.8571428571428571,0.6666666666666666,1.0,0.8461538461538461,0.8636363636363636,0.9354838709677419,0.9444444444444444,0.9032258064516129,0.9724137931034482
25,0,0,0,0.9864864864864865,1.0,0.9,0.96,0.9,0.9242424242424242,0.9736842105263158,1.0,1.0,0.9879518072289156,0,0,0,0,0,0,1.0,1.0,0.6,0.9,0.8108108108108109,0.8928571428571429,0.7777777777777778,0.8852459016393442,0.7272727272727273,1.0,0.9428571428571428,0.9473684210526315,0.6153846153846154,0.9230769230769231,0.9215686274509803,1.0,0,0.75,1.0,0,1.0,0.9107142857142857,0,0,0,0.9285714285714286,0.6888888888888889,0,0.8823529411764706,0.75,1.0,0,0.7333333333333333,0.7763157894736842,0,0,0,0.8385093167701864,1.0,0,0.5,0.9,0.8888888888888888,1.0,1.0,1.0,0.9714285714285714
26,1.0,0,0,1.0,0.8709677419354839,1.0,0.8611111111111112,0.9722222222222222,1.0,1.0,0.9354838709677419,0,0,0,0,0.9772727272727273,0.9767441860465116,0,0,1.0,1.0,1.0,1.0,0.6774193548387096,0.7777777777777778,0.8275862068965517,0.8571428571428571,1.0,1.0,0.9090909090909091,0,1.0,0.7291666666666666,1.0,0,0.8461538461538461,0.75,0.6666666666666666,0,0.8064516129032258,0.6521739130434783,1.0,0.7843137254901961,1.0,1.0,0,0.8823529411764706,0.7777777777777778,0.75,0.8181818181818182,0,0.8627450980392157,0.7142857142857143,0,0,0,0.6923076923076923,1.0,0,1.0,0.9230769230769231,1.0,1.0,0.9629629629629629,1.0,1.0
